0,125
746,70
783,68
821,66
862,64
905,62
948,60
995,58
1045,56
1096,54
1148,52
1204,50
1261,48
1319,46
1381,44
1443,42
1509,40
1576,38
1644,36
1714,34
1786,32
1859,30
1933,28
2009,26
2086,24
2163,22
2240,20
2318,18
2396,16
2474,14
2551,12
2628,10
2704,8
2780,6
2853,4
2925,2
2994,0
4095,-125
